4.8,3.0,1.4,0.3,Salta y Dispara
3.1,3.8,1.6,0.2,Salta y Dispara
5.6,3.2,1.4,0.2,Salta y Dispara
9.3,3.7,1.5,0.2,Salta y Dispara
5.0,3.3,1.4,0.2,Salta y Dispara
7.0,3.2,4.7,1.4,Corre y Salta
6.4,3.2,4.5,1.5,Corre y Salta
6.9,3.1,4.9,1.5,Corre y Salta
5.5,2.3,4.0,1.3,Corre y Salta
6.5,2.8,4.6,1.5,Corre y Salta
5.7,2.8,4.5,1.3,Corre y Salta
6.3,3.3,4.7,1.6,Corre y Salta
4.9,2.4,3.3,1.0,Corre y Salta
6.6,2.9,4.6,1.3,Corre y Salta
5.2,2.7,3.9,1.4,Corre y Salta
5.0,2.0,3.5,1.0,Corre y Salta
5.9,3.0,4.2,1.5,Corre y Salta
6.0,2.2,4.0,1.0,Corre y Salta
6.1,2.9,4.7,1.4,Corre y Salta
5.6,2.9,3.6,1.3,Corre y Salta
6.7,3.1,4.4,1.4,Corre y Salta
5.6,3.0,4.5,1.5,Corre y Salta
5.8,2.7,4.1,1.0,Corre y Salta
6.2,2.2,4.5,1.5,Corre y Salta
5.6,2.5,3.9,1.1,Corre y Salta
5.9,3.2,4.8,1.8,Corre y Salta
6.1,2.8,4.0,1.3,Corre y Salta
6.3,2.5,4.9,1.5,Corre y Salta
6.1,2.8,4.7,1.2,Corre y Salta
6.4,2.9,4.3,1.3,Corre y Salta
6.6,3.0,4.4,1.4,Corre y Salta
6.8,2.8,4.8,1.4,Corre y Salta
6.7,3.0,5.0,1.7,Corre y Salta
6.0,2.9,4.5,1.5,Corre y Salta
5.7,2.6,3.5,1.0,Corre y Salta
5.5,2.4,3.8,1.1,Corre y Salta
5.5,2.4,3.7,1.0,Corre y Salta
5.8,2.7,3.9,1.2,Corre y Salta
6.0,2.7,5.1,1.6,Corre y Salta
5.4,3.0,4.5,1.5,Corre y Salta
6.0,3.4,4.5,1.6,Corre y Salta
6.7,3.1,4.7,1.5,Corre y Salta
6.3,2.3,4.4,1.3,Corre y Salta
5.6,3.0,4.1,1.3,Corre y Salta
5.5,2.5,4.0,1.3,Corre y Salta
5.5,2.6,4.4,1.2,Corre y Salta
6.1,3.0,4.6,1.4,Corre y Salta
5.8,2.6,4.0,1.2,Corre y Salta
5.0,2.3,3.3,1.0,Corre y Salta
5.6,2.7,4.2,1.3,Corre y Salta
5.7,3.0,4.2,1.2,Corre y Salta
5.7,2.9,4.2,1.3,Corre y Salta
6.2,2.9,4.3,1.3,Corre y Salta
5.1,2.5,3.0,1.1,Corre y Salta
5.7,2.8,4.1,1.3,Corre y Salta
6.3,0.3,0.0,0.5,Corre y Dispara
5.8,0.7,0.1,0.9,Corre y Dispara
7.1,0.0,0.9,0.1,Corre y Dispara
6.3,0.9,0.6,0.8,Corre y Dispara
6.5,0.0,0.8,0.2,Corre y Dispara
7.6,0.0,0.6,0.1,Corre y Dispara
4.9,0.5,0.5,0.7,Corre y Dispara
7.3,0.9,0.3,0.8,Corre y Dispara
6.7,0.5,0.8,0.8,Corre y Dispara
7.2,0.6,0.1,0.5,Corre y Dispara
6.5,0.2,0.1,0.0,Corre y Dispara
6.4,0.7,0.3,0.9,Corre y Dispara
6.8,0.0,0.5,0.1,Corre y Dispara
5.7,0.5,0.0,0.0,Corre y Dispara
5.8,0.8,0.1,0.4,Corre y Dispara
6.4,0.2,0.3,0.3,Corre y Dispara
6.5,0.0,0.5,0.8,Corre y Dispara
7.7,0.8,0.7,0.2,Corre y Dispara
7.7,0.6,0.9,0.3,Corre y Dispara
6.0,0.2,0.0,0.5,Corre y Dispara
6.9,0.2,0.7,0.3,Corre y Dispara
5.6,0.8,0.9,0.0,Corre y Dispara
7.7,0.8,0.7,0.0,Corre y Dispara
6.3,0.7,0.9,0.8,Corre y Dispara
6.7,0.3,0.7,0.1,Corre y Dispara
7.2,0.2,0.0,0.8,Corre y Dispara
6.2,0.8,0.8,0.8,Corre y Dispara
6.1,0.0,0.9,0.8,Corre y Dispara
6.4,0.8,0.6,0.1,Corre y Dispara
7.2,0.0,0.8,0.6,Corre y Dispara
7.4,0.8,0.1,0.9,Corre y Dispara
7.9,0.8,0.4,0.0,Corre y Dispara
6.4,0.8,0.6,0.2,Corre y Dispara
6.3,0.8,0.1,0.5,Corre y Dispara
6.1,0.6,0.6,0.4,Corre y Dispara
7.7,0.0,0.1,0.3,Corre y Dispara
6.3,0.4,0.6,0.4,Corre y Dispara
6.4,0.1,0.5,0.8,Corre y Dispara
6.0,0.0,0.8,0.8,Corre y Dispara
6.9,0.1,0.4,0.1,Corre y Dispara
6.7,0.1,0.6,0.4,Corre y Dispara
6.9,0.1,0.1,0.3,Corre y Dispara
5.8,0.7,0.1,0.9,Corre y Dispara
6.8,0.2,0.9,0.3,Corre y Dispara
6.7,0.3,0.7,0.5,Corre y Dispara
6.7,0.0,0.2,0.3,Corre y Dispara
6.3,0.5,0.0,0.9,Corre y Dispara
6.5,0.0,0.2,2.0,Corre y Dispara
6.2,0.4,0.4,2.3,Corre y Dispara
5.9,0.0,0.1,1.8,Corre y Dispara
